expression,folder,n_rows,n_viewpoints,complete_215,A_cosine_left,A_cosine_right,A_cosine_detected_left,A_cosine_detected_right,A_angular_left,A_angular_right,A_angular_detected_left,A_angular_detected_right,A_euclidean_left,A_euclidean_right,A_euclidean_detected_left,A_euclidean_detected_right,A_path_left,A_path_right,A_path_detected_left,A_path_detected_right,A_rate_left,A_rate_right,A_rate_detected_left,A_rate_detected_right,A_curvature_left,A_curvature_right,A_curvature_detected_left,A_curvature_detected_right,A_instability_left,A_instability_right,A_instability_detected_left,A_instability_detected_right,C_left,C_right,C_detected_left,C_detected_right,B_left,B_right,B_detected_left,B_detected_right,missing_left,missing_right,left_ordering,right_ordering
Expressions Sadness,Female_Expressions Sadness 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,204.0,3.0,True,True,112.0,108.0,True,True,191.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Sadness,Female_Expressions Sadness 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,195.0,3.0,True,True,110.0,107.0,True,True,184.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Sadness,Female_Expressions Sadness 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,205.0,5.0,True,True,110.0,108.0,True,True,181.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Sadness,Female_Expressions Sadness 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,204.0,4.0,True,True,,,False,False,199.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Surprise,Female_Expressions Surprise 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,203.0,1.0,True,True,,,False,False,190.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Surprise,Female_Expressions Surprise 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,196.0,2.0,True,True,109.0,107.0,True,True,191.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Surprise,Female_Expressions Surprise 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,204.0,1.0,True,True,111.0,107.0,True,True,207.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Surprise,Female_Expressions Surprise 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,209.0,2.0,True,True,113.0,107.0,True,True,197.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Surprise,Female_Expressions Surprise 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,204.0,1.0,True,True,115.0,107.0,True,True,206.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Eyeglasses,Female_Eyeglasses 1,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,11.0,True,True,200.0,0.0,True,True,200.0,0.0,True,True,,,tie,tie
Fear,Female_Fear 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,1.0,True,True,,,False,False,213.0,6.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Fear,Female_Fear 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Fear,Female_Fear 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,3.0,True,True,,,False,False,213.0,7.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Fear,Female_Fear 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,1.0,True,True,,,False,False,212.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Fear,Female_Fear 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,154.0,14.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Fierce Cutthroat,Female_Fierce Cutthroat,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,13.0,True,True,,,False,False,213.0,197.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Fierce Fiery,Female_Fierce Fiery,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,211.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Fierce Savage,Female_Fierce Savage,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,190.0,5.0,True,True,,,False,False,213.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Happy,Female_Happy 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,210.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Happy,Female_Happy 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,4.0,True,True,,,False,False,202.0,13.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Happy,Female_Happy 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,1.0,True,True,,,False,False,201.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Happy,Female_Happy 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,4.0,True,True,,,False,False,191.0,13.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Happy,Female_Happy 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,15.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Happy Elated,Female_Happy Elated,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,12.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Happy Perky,Female_Happy Perky,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,213.0,198.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Happy So Peaceful,Female_Happy So Peaceful,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,10.0,True,True,,,False,False,14.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Humiliated,Female_Humiliated,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,2.0,True,True,,,False,False,213.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Insanity Deranged,Female_Insanity Deranged,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Insanity Go Cuckoo,Female_Insanity Go Cuckoo,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,155.0,True,True,,,False,False,206.0,170.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Insanity Going Crazy,Female_Insanity Going Crazy,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,4.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Insanity Hostile,Female_Insanity Hostile,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,14.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Insanity Lunatic,Female_Insanity Lunatic,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Joy,Female_Joy 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Joy,Female_Joy 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,7.0,True,True,,,False,False,213.0,10.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Joy,Female_Joy 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,208.0,3.0,True,True,,,False,False,207.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Joy,Female_Joy 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,4.0,True,True,,,False,False,213.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Joy,Female_Joy 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Judgemental,Female_Judgemental 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,4.0,True,True,,,False,False,209.0,9.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Judgemental,Female_Judgemental 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Judgemental,Female_Judgemental 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,208.0,4.0,True,True,,,False,False,204.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Judgemental,Female_Judgemental 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,213.0,13.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Judgemental,Female_Judgemental 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,4.0,True,True,,,False,False,212.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Nervous,Female_Nervous,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,209.0,3.0,True,True,,,False,False,207.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Pain,Female_Pain 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,2.0,True,True,,,False,False,211.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Pain,Female_Pain 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Pain,Female_Pain 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,2.0,True,True,,,False,False,211.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Pain,Female_Pain 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,213.0,12.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Pain,Female_Pain 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Pain Illness,Female_Pain Illness,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,208.0,3.0,True,True,,,False,False,211.0,11.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Playful,Female_Playful 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Playful,Female_Playful 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,5.0,True,True,,,False,False,210.0,6.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Playful,Female_Playful 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Playful,Female_Playful 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Playful,Female_Playful 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,2.0,True,True,,,False,False,210.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Pleasure Oo So Funny,Female_Pleasure Oo So Funny,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,10.0,2.0,True,True,,,False,False,208.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Romantic,Female_Romantic 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,213.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Romantic,Female_Romantic 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,207.0,22.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Romantic,Female_Romantic 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,14.0,True,True,,,False,False,196.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Romantic,Female_Romantic 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,207.0,13.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Romantic,Female_Romantic 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,2.0,True,True,,,False,False,208.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
S Wink,Female_S Wink 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sad,Female_Sad 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,4.0,True,True,,,False,False,210.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sad,Female_Sad 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,210.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sad,Female_Sad 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,154.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sad,Female_Sad 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,205.0,1.0,True,True,,,False,False,154.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sad,Female_Sad 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,13.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Scream,Female_Scream,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,212.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Seriousness,Female_Seriousness 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,210.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Seriousness,Female_Seriousness 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,4.0,True,True,,,False,False,213.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Seriousness,Female_Seriousness 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,213.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Seriousness,Female_Seriousness 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,4.0,True,True,,,False,False,212.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Seriousness,Female_Seriousness 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,14.0,True,True,,,False,False,213.0,14.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Silly,Female_Silly 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,208.0,2.0,True,True,,,False,False,211.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Silly,Female_Silly 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,2.0,True,True,,,False,False,213.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Silly,Female_Silly 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,207.0,1.0,True,True,,,False,False,211.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Silly,Female_Silly 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,204.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Silly,Female_Silly 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,207.0,13.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sleepy,Female_Sleepy,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,212.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sleepy,Female_Sleepy 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,208.0,1.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sleepy,Female_Sleepy 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,207.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sleepy,Female_Sleepy 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,208.0,1.0,True,True,,,False,False,207.0,13.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sleepy,Female_Sleepy 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,13.0,True,True,,,False,False,207.0,14.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sleepy,Female_Sleepy 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Subtle,Female_Subtle 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,3.0,True,True,,,False,False,207.0,13.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Subtle,Female_Subtle 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,4.0,True,True,,,False,False,207.0,13.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Subtle,Female_Subtle 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,25.0,23.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Subtle,Female_Subtle 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,188.0,True,True,,,False,False,213.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Talking,Female_Talking 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,203.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Talking,Female_Talking 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,208.0,3.0,True,True,,,False,False,204.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Talking,Female_Talking 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Talking,Female_Talking 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Talking,Female_Talking 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,4.0,True,True,,,False,False,211.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Terror,Female_Terror,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,2.0,True,True,,,False,False,212.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Terror Phobia,Female_Terror Phobia,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Ulgh,Female_Ulgh,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,3.0,True,True,,,False,False,211.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Wicked,Female_Wicked 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,207.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Wicked,Female_Wicked 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,2.0,True,True,,,False,False,207.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Wicked,Female_Wicked 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,207.0,1.0,True,True,,,False,False,206.0,12.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Wicked,Female_Wicked 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,206.0,185.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Wicked,Female_Wicked 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,8.0,True,True,,,False,False,206.0,173.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Wink,Female_Wink,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,153.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
With Forehead Wrinkles Angry,Female_With Forehead Wrinkles Angry 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,1.0,True,True,,,False,False,213.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
